요양기관명,종별코드명,시도코드명,시군구코드명,주소,개설일자
드레스성형외과의원,의원,서울,서초구,"서울특별시 서초구 강남대로 449, 영신빌딩 4, 5, 6층 (서초동)",2018-05-17
드림365내과의원,의원,서울,송파구,"서울특별시 송파구 동남로 200, 2층 (가락동)",2024-11-18
드림S치과의원,치과의원,서울,도봉구,"서울특별시 도봉구 해등로 150, (창동)",2013-07-22
드림권내과의원,의원,서울,송파구,"서울특별시 송파구 송파대로 345, 4,5층 일부호 (가락동, 헬리오시티)",2019-09-10
드림서울치과의원,치과의원,서울,서대문구,"서울특별시 서대문구 연희로 83, 3층 (연희동)",2008-04-28
드림성모안과의원,의원,서울,강남구,"서울특별시 강남구 강남대로 390, 14층 (역삼동, 미진프라자)",2002-10-31
드림성모안과의원,의원,서울,은평구,"서울특별시 은평구 은평로 136, (응암동)",2001-08-09
드림성형외과의원,의원,서울,강남구,"서울특별시 강남구 논현로 848, 2층,5층,6층,7층,10층일부 (신사동)",1999-01-19
드림소아청소년과의원,의원,서울,강서구,"서울특별시 강서구 강서로 254, 203, 204호 (화곡동, 우장산e-편한세상상가)",2008-04-23
드림수면의원,의원,서울,강남구,"서울특별시 강남구 도산대로 107, BIO, 8층 일부 (신사동)",2015-09-02
드림아이안과의원,의원,서울,동작구,"서울특별시 동작구 사당로 230-1, 한마음교회 2층 (사당동)",1991-04-23
드림안과의원,의원,서울,송파구,"서울특별시 송파구 동남로 138, (문정동, 문정클리닉 2층)",2009-09-11
드림앤유외과의원,의원,서울,강동구,"서울특별시 강동구 천호대로 1024, 힐스테이트 천호역 젠트리스 406-408호 (성내동)",2024-10-14
드림온비뇨기과의원,의원,서울,관악구,"서울특별시 관악구 시흥대로 578, 3층 (신림동)",2009-09-30
드림온비뇨의학과의원,의원,서울,강동구,"서울특별시 강동구 천호대로 1006, 601호 (성내동, 브라운스톤)",2012-09-10
드림위드치과의원,치과의원,서울,강서구,"서울특별시 강서구 강서로 385, 6층 607호 (마곡동, 우성에스비타워)",2017-06-07
드림유비뇨기과의원,의원,서울,은평구,"서울특별시 은평구 가좌로 271, 9,10층 (신사동)",2013-03-13
드림이든소아치과의원,치과의원,경기,용인기흥구,"경기도 용인시 기흥구 흥덕2로87번길 18, 이씨티 A동 2층 206, 207호 (영덕동)",2022-03-24
드림이비인후과의원,의원,서울,노원구,"서울특별시 노원구 월계로45길 21, 203호 (월계동, 롯데캐슬상가)",2007-06-12
드림이비인후과의원,의원,서울,강서구,"서울특별시 강서구 양천로 683, 4층 (염창동)",2008-08-12
드림이비인후과의원,의원,서울,동작구,"서울특별시 동작구 만양로 112, 2,3층 (노량진동, 서원빌딩)",2009-01-09
드림이비인후과의원,의원,서울,용산구,"서울특별시 용산구 이촌로 224, 306호 (이촌동)",2013-03-18
드림이비인후과의원,의원,서울,광진구,"서울특별시 광진구 아차산로 373, (구의동)",2014-08-04
드림이비인후과의원,의원,서울,마포구,"서울특별시 마포구 월드컵로 79, 3층 (망원동, 유용빌딩)",2016-04-06
드림이비인후과의원,의원,경기,용인처인구,"경기도 용인시 처인구 포곡읍 포곡로 113, 상일빌딩",2023-03-28
드림정신건강의학과의원,의원,서울,중구,"서울특별시 중구 동호로 179, JYJ빌딩 3층 (신당동)",2023-10-16
드림치과교정과치과의원,치과의원,서울,강남구,"서울특별시 강남구 논현로 841, 제이비 미소빌딩 2층 209호 (신사동)",2021-07-23
드림치과의원,치과의원,서울,강남구,"서울특별시 강남구 논현로 841, 제이비 미소빌딩 2층 211호 (신사동)",2012-07-25
드림탑치과의원,치과의원,서울,중랑구,"서울특별시 중랑구 중랑역로 68, 2층,3층 (중화동)",2023-02-09
드림페이스의원,의원,서울,마포구,"서울특별시 마포구 양화로 196, 동성빌딩 2층 (동교동)",2013-06-17
드림피부과의원,의원,서울,강남구,"서울특별시 강남구 압구정로 152, 302호 (신사동)",2000-02-01
드림헤어라인의원,의원,서울,강남구,"서울특별시 강남구 테헤란로25길 43, (역삼동)",2016-10-25
드보라의원,의원,서울,강남구,"서울특별시 강남구 역삼로 123, 2층 (역삼동)",2020-04-29
드올의원,의원,서울,강남구,"서울특별시 강남구 도산대로 122, 에메랄드타워 4층 (논현동)",2024-01-12
든든가정의학과의원,의원,서울,강서구,"서울특별시 강서구 곰달래로53가길 3, 우진타워빌딩 2층 (화곡동)",2025-05-19
든든단단재활의학과의원,의원,서울,양천구,"서울특별시 양천구 목동중앙본로7길 45, 1,2층 113호,208호 (목동, 목동보미리즌빌)",2023-12-08
들꽃한의원,한의원,서울,종로구,"서울특별시 종로구 창신4길 5, 2층 (창신동)",2006-01-02
등보당한의원,한의원,서울,구로구,"서울특별시 구로구 경인로40길 41, 대덕빌딩 2층 (개봉동)",1998-11-24
등초당한의원,한의원,서울,노원구,"서울특별시 노원구 한글비석로 271, (중계동)",2002-03-29
등촌따숨한의원,한의원,서울,강서구,"서울특별시 강서구 등촌로55길 29-16, 1,2층 (등촌동)",2024-12-17
등촌증미역정형외과의원,의원,서울,강서구,"서울특별시 강서구 양천로 570, NH서울축산농협 NH서울타워 2층 210, 211호 (등촌동)",2024-03-19
등촌한의원,한의원,서울,양천구,"서울특별시 양천구 목동중앙북로 13, (목동)",2002-01-03
등촌한의원,한의원,경기,용인처인구,"경기도 용인시 처인구 양지면 양지로 145, (2층)",2003-12-20
디데이성형외과의원,의원,서울,강남구,"서울특별시 강남구 도산대로 134, 페이토빌딩 9층 (논현동)",2021-03-25
디데이치과의원,치과의원,서울,강남구,"서울특별시 강남구 테헤란로 337, 10층 (역삼동)",2016-12-26
디딤재활의학과의원,의원,서울,강동구,"서울특별시 강동구 양재대로 1466, 4층 (길동)",2023-05-08
디딤정신건강의학과의원,의원,서울,노원구,"서울특별시 노원구 노해로 488, 5층 (상계동)",2008-03-06
디딤정신건강의학과의원,의원,서울,서초구,"서울특별시 서초구 동작대로 118, 503호 (방배동, 예다인프라자)",2008-03-05
디딤정신과의원,의원,서울,송파구,"서울특별시 송파구 올림픽로 119, (잠실동, 파인애플상가 4B 29호)",2008-03-12
디라운지피부과의원,의원,서울,서초구,"서울특별시 서초구 강남대로 623, 13층 (잠원동)",2014-04-30
디라이트외과의원,의원,서울,서초구,"서울특별시 서초구 강남대로 407, 12층 (서초동)",2025-04-17
디렉터피부과의원,의원,서울,강동구,"서울특별시 강동구 고덕로 266, 고덕역 대명벨리온 4층 411-416,418,419호 (명일동)",2021-08-18
디마레의원,의원,서울,강남구,"서울특별시 강남구 봉은사로 116, 은성빌딩 2층 (역삼동)",2015-11-09
디바성형외과의원,의원,서울,강남구,"서울특별시 강남구 강남대로 584, 7층 (논현동, 운산빌딩)",2015-11-03
디바인성형외과의원,의원,서울,강남구,"서울특별시 강남구 도산대로 114, 수일빌딩 4층 (논현동)",2018-04-20
디비성형외과의원,의원,서울,강남구,"서울특별시 강남구 테헤란로 109, 강남제일빌딩 6층 (역삼동)",2021-06-23
디샤인의원,의원,서울,송파구,"서울특별시 송파구 백제고분로 460, 쿠피아타워 4층 (방이동)",2021-08-25
디샤인의원,의원,서울,영등포구,"서울특별시 영등포구 도림로 135, 5층 (대림동)",2020-05-22
디아뜨의원,의원,서울,강남구,"서울특별시 강남구 강남대로 616, 9층 902호 (신사동, 신사미타워)",2017-09-04
디아르의원,의원,서울,서초구,"서울특별시 서초구 강남대로69길 8, 케이아이타워(K I타워) 10층 (서초동)",2025-11-10
디아브의원,의원,서울,중구,"서울특별시 중구 퇴계로 109, 6층 (충무로1가)",2024-09-30
디아이성형외과의원,의원,서울,서초구,"서울특별시 서초구 강남대로 441, 서산빌딩 12층 (서초동)",2020-03-25
디아트치과의원,치과의원,서울,강남구,"서울특별시 강남구 압구정로2길 62, (신사동)",2008-09-19
디알드림치과의원,치과의원,서울,동대문구,"서울특별시 동대문구 왕산로 21, 민족통일대통령빌딩 2층 201호 (신설동)",2019-04-01
디알피부과의원,의원,서울,강남구,"서울특별시 강남구 도산대로 404, 퍼스트빌딩 4층 (청담동)",2008-09-04
디앤써피부과의원,의원,서울,영등포구,"서울특별시 영등포구 신풍로 93, 메트하임 3층 301호 (신길동)",2020-09-21
디앤에이피부과의원,의원,서울,강남구,"서울특별시 강남구 언주로 871, 호산병원 A동 5층 (신사동)",2010-12-30
디앤에프병원,병원,서울,중랑구,"서울특별시 중랑구 봉화산로 64, (중화동, 디엔에프병원)",2011-11-22
디앤유비뇨기과의원,의원,서울,강서구,"서울특별시 강서구 강서로 254, 402호 (화곡동, 우장산e-편한세상상가)",2008-02-29
디어스치과의원,치과의원,서울,강동구,"서울특별시 강동구 양재대로 1625, 숨결TOWER 3층 301-302호 (천호동)",2023-01-02
디어한의원,한의원,서울,서초구,"서울특별시 서초구 사임당로 143, Cross 143 309,310호 (서초동)",2022-07-07
디에스의원,의원,서울,강남구,"서울특별시 강남구 압구정로 322, 2~4층 (신사동)",2015-11-16
디에이성형외과의원,의원,서울,강남구,"서울특별시 강남구 테헤란로 125, 동찬빌딩 B1~2,4~12층 (역삼동)",2014-07-25
디에이치(DH)대항외과의원,의원,서울,구로구,"서울특별시 구로구 경인로 661, 신도림1차푸르지오 259호 (신도림동)",2009-11-18
디에이치페이스업의원,의원,서울,강남구,"서울특별시 강남구 강남대로 480, 5층 (논현동)",2018-06-22
디에이피부과의원,의원,서울,강남구,"서울특별시 강남구 도산대로51길 27, 2층 일부, 3,4층 (신사동)",2025-03-04
디에프(DF)정신건강의학과의원,의원,서울,서초구,"서울특별시 서초구 서초중앙로 113, 영한빌딩 6층 (서초동)",2022-08-11
디에프정신건강의학과의원,의원,서울,강남구,"서울특별시 강남구 도산대로55길 52, 두성빌딩 2층 (청담동)",2020-10-13
디에프정신건강의학과의원,의원,서울,영등포구,"서울특별시 영등포구 여의대방로 375, 아일렉스타워 701호 (여의도동)",2022-11-21
디에프정신건강의학과의원,의원,서울,용산구,"서울특별시 용산구 한강대로 66, 호반써밋에이디션 2층 202호 (한강로2가)",2025-07-03
디엘 성형외과의원,의원,서울,서초구,"서울특별시 서초구 강남대로 563, 페이토 4층 (잠원동)",2023-10-04
디엠성형외과의원,의원,서울,강남구,"서울특별시 강남구 압구정로 158, 진우빌딩 지하1층, 2층,3층 (신사동)",2015-04-13
디엠씨(DMC)바른치과의원,치과의원,서울,서대문구,"서울특별시 서대문구 수색로 100, 2층 (북가좌동, 가재울뉴타운3단지 상가 7,8호)",2012-11-01
디엠씨(DMC)조은안과의원,의원,서울,마포구,"서울특별시 마포구 월드컵북로 402, 케이지아이티센터 315,323~326호 (상암동)",2015-03-25
디엠씨(DMC)최한규피부과의원,의원,서울,서대문구,"서울특별시 서대문구 수색로 56, 405호 (북가좌동, 성공타워1)",2016-03-28
디엠씨(DMC)플러스치과의원,치과의원,서울,서대문구,"서울특별시 서대문구 가재울미래로 2, 별동상가동 301호 (남가좌동, DMC파크뷰자이)",2015-12-01
디엠씨리더스치과의원,치과의원,서울,서대문구,"서울특별시 서대문구 거북골로14길 32, 302호 (북가좌동, DMC아이파크아파트)",1987-05-19
디엠씨서울치과의원,치과의원,서울,마포구,"서울특별시 마포구 월드컵북로 361, 301호,306호 (상암동, DMC이안상암2단지)",2007-11-22
디엠씨성모의원,의원,서울,은평구,"서울특별시 은평구 수색로 217, 상가동 1층 130~132,138~141호 (수색동, 디엠씨 자이1단지)",2024-08-02
디엠씨연세의원,의원,서울,마포구,"서울특별시 마포구 월드컵북로 361, 307호 (상암동, DMC이안상암2단지)",2008-04-11
디엠치과의원,치과의원,서울,동대문구,"서울특별시 동대문구 서울시립대로 50, 3층 (전농동)",2015-03-26
디엠피부과의원,의원,서울,강남구,"서울특별시 강남구 압구정로 158, 진우빌딩 4층 (신사동)",2020-07-31
디오디피부과의원,의원,서울,강남구,"서울특별시 강남구 도산대로 423, 1~3층 (청담동)",2024-03-19
디오디피부과의원,의원,서울,용산구,"서울특별시 용산구 한강대로 95, 2층 213,214호 (한강로2가, 래미안용산)",2018-07-06
디오레의원,의원,서울,강남구,"서울특별시 강남구 강남대로 428, 만이빌딩 9층 (역삼동)",2024-08-27
디오비치과의원,치과의원,경기,용인기흥구,"경기도 용인시 기흥구 죽전로 58, 수강빌딩 503,504,505호 (보정동)",2023-01-25
디오연세치과의원,치과의원,서울,서초구,"서울특별시 서초구 나루터로 43, 4층 (잠원동, 신사스포츠)",2004-10-11
디오피부과의원,의원,서울,영등포구,"서울특별시 영등포구 당산로 222, 202-1호 (당산동5가, 당산디오빌)",2006-02-10
디온의원,의원,서울,송파구,"서울특별시 송파구 올림픽로 96, 동신빌딩 2층 202호 (잠실동)",2023-04-05
디원치과의원,치과의원,서울,강남구,"서울특별시 강남구 도산대로 111, S-TOWER, 4~5층 (신사동)",2015-05-11
